sentence_id,direction,source,target,rule_chain,token_changes,num_rules,events,success
258,C2H,"Mahesh has said, ""I condemn the act on the FIR against 'The Accidental ...'""","Mahesh said , "" I condemn act on FIR against ' Accidental ... ' """,FW-DEL-AUX-HAS → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE,has⇒<DELETED> → condemn⇒condemn → the⇒<DELETED> → the⇒<DELETED> → The⇒<DELETED>,5,FW-DEL:has→ABSENT|FORM-CHG:condemn→condemn|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT,True
259,C2H,Zoya has said she is always surprised to be called elite class.,Zoya said she is always surprised to be called elite class ,FW-DEL-AUX-HAS → C-DEL-PERIOD,has⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
260,C2H,Alia has said that both Ranveer and Ranbir are superb human beings and actors.,Alia said that both Ranveer and Ranbir are superb human beings and actors ,FW-DEL-AUX-HAS → C-DEL-PERIOD,has⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
261,C2H,Twitter is about to start a program to test new conversation features.,Twitter is about to start program to test new conversation features ,FW-DEL-ARTICLE-A → C-DEL-PERIOD,a⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
262,C2H,An AI kit that can control a wheelchair with facial movements was shown at CES.,AI kit that control wheelchair with facial movements was shown at CES ,FW-DEL-ARTICLE-AN → FW-DEL-AUX-CAN → FW-DEL-ARTICLE-A → C-DEL-PERIOD,An⇒<DELETED> → can⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:an→ABSENT|FW-DEL:can→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
263,C2H,"TMC MP Saumitra Khan has joined the BJP, and the party says he was expelled.","TMC MP Saumitra Khan joined BJP , and party say he was expelled ",FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → FORM-CHG-VERB-LEMMA → C-DEL-PERIOD,has⇒<DELETED> → the⇒<DELETED> → the⇒<DELETED> → says⇒say → .⇒<DELETED>,5,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|FORM-CHG:says→say|C-DEL:PERIOD→ABSENT,True
264,C2H,The Sena has told the BJP that they should solve farmers' issues first before talking about coalition.,Sena told BJP that they solve farmers ' issues first before talking about coalition ,FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → FW-DEL-AUX-SHOULD → C-DEL-PERIOD,The⇒<DELETED> → has⇒<DELETED> → the⇒<DELETED> → should⇒<DELETED> → .⇒<DELETED>,5,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:should→ABSENT|C-DEL:PERIOD→ABSENT,True
265,C2H,The e-pharmacy startup 1mg is set to raise $35 million at a $200 million valuation.,e - pharmacy startup 1 mg is set to raise $ 35 million at $ 200 million valuation ,FW-DEL-ARTICLE-THE → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → C-DEL-PERIOD,The⇒<DELETED> → startup⇒startup → a⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:the→ABSENT|FORM-CHG:startup→startup|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
266,C2H,Snapdeal has to face prosecution in Karnataka for illegal drug sales.,Snapdeal have to face prosecution in Karnataka for illegal drug sales ,FORM-CHG-VERB-LEMMA → C-DEL-PERIOD,has⇒have → .⇒<DELETED>,2,FORM-CHG:has→have|C-DEL:PERIOD→ABSENT,True
267,C2H,The Delhi Police has said that there is an 11.72% decline in heinous crimes.,Delhi Police said that there be 11.72 % decline in heinous crimes ,FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-AN → C-DEL-PERIOD,The⇒<DELETED> → has⇒<DELETED> → is⇒be → an⇒<DELETED> → .⇒<DELETED>,5,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FORM-CHG:is→be|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True
268,C2H,Pakistan has suspended the licences of 16 pilots and 65 cabin crew members for having fake degrees.,Pakistan suspended licences of 16 pilots and 65 cabin crew members for having fake degrees ,FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,has⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
269,C2H,Police are seeking DNA samples from male staff after a US woman in a coma gave birth.,Police seeking DNA samples from male staff after US woman in coma give birth ,FW-DEL-AUX-ARE → FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → C-DEL-PERIOD,are⇒<DELETED> → a⇒<DELETED> → a⇒<DELETED> → gave⇒give → .⇒<DELETED>,5,FW-DEL:are→ABSENT|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|FORM-CHG:gave→give|C-DEL:PERIOD→ABSENT,True
270,C2H,Shell has bought out Total's 26% stake in Hazira LNG and Port.,Shell bought out Total 's 26 % stake in Hazira LNG and Port ,FW-DEL-AUX-HAS → C-DEL-PERIOD,has⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
271,C2H,Pfizer is shutting down manufacturing plants in Chennai and Aurangabad.,Pfizer shutting down manufacturing plants in Chennai and Aurangabad ,FW-DEL-AUX-IS → C-DEL-PERIOD,is⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:is→ABSENT|C-DEL:PERIOD→ABSENT,True
272,C2H,Boeing has become the world's largest planemaker for the seventh straight year.,Boeing become world 's largest planemaker for seventh straight year ,FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,has⇒<DELETED> → the⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
273,C2H,"The world's richest person, Jeff Bezos, and his wife are to divorce after 25 years.","world 's richest person , Jeff Bezos , and his wife are to divorce after 25 years ",FW-DEL-ARTICLE-THE → C-DEL-PERIOD,The⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
274,C2H,The Kedarnath maker has said that Sara has no clue what he went through regarding the court case.,Kedarnath maker said that Sara have no clue what he go through regarding court case ,FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,The⇒<DELETED> → has⇒<DELETED> → has⇒have → went⇒go → the⇒<DELETED> → .⇒<DELETED>,6,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FORM-CHG:has→have|FORM-CHG:went→go|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
275,C2H,Aishwarya has said she took bullets when it was a cakewalk for others during pregnancy.,Aishwarya said she take bullets when it was cakewalk for others during pregnancy ,FW-DEL-AUX-HAS → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → C-DEL-PERIOD,has⇒<DELETED> → took⇒take → a⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:has→ABSENT|FORM-CHG:took→take|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
276,C2H,"Madhya Pradesh lost 6 wickets without scoring a run, going from 35/3 to 35 all out.","Madhya Pradesh lose 6 wickets without scoring run , going from 35/3 to 35 all out ",FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → C-DEL-PERIOD,lost⇒lose → a⇒<DELETED> → .⇒<DELETED>,3,FORM-CHG:lost→lose|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
277,C2H,An ex-football coach died after his car hit a tree on the day of his sex abuse trial.,ex - football coach die after his car hit tree on day of his sex abuse trial ,FW-DEL-ARTICLE-AN → FORM-CHG-VERB-LEMMA → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,An⇒<DELETED> → died⇒die → hit⇒hit → a⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,6,FW-DEL:an→ABSENT|FORM-CHG:died→die|FORM-CHG:hit→hit|FW-DEL:a→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
278,C2H,Japan's passport has been ranked the world's most powerful; India is ranked 79th.,Japan 's passport been ranked world 's most powerful ; India is ranked 79th ,FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,has⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
279,C2H,Daggers and hydrogen peroxide were recovered in a police raid at an RSS office.,Daggers and hydrogen peroxide were recovered in police raid at RSS office ,FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-AN → C-DEL-PERIOD,a⇒<DELETED> → an⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:a→ABSENT|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True
280,C2H,PM Modi was asked if the Rafale deal was held up because of Michel mama.,PM Modi was asked if Rafale deal was held up because of Michel mama ,FW-DEL-ARTICLE-THE → C-DEL-PERIOD,the⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
281,C2H,Amazon has received criticism for selling toilet covers with Islam's holy text.,Amazon received criticism for selling toilet covers with Islam 's holy text ,FW-DEL-AUX-HAS → C-DEL-PERIOD,has⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
282,C2H,The RBI has given $400 million to Sri Lanka's central bank under a swap deal.,RBI given $ 400 million to Sri Lanka 's central bank under swap deal ,FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → FW-DEL-ARTICLE-A → C-DEL-PERIOD,The⇒<DELETED> → has⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
283,C2H,Scientists have discovered a process that stabilises fusion plasmas.,Scientists discovered process that stabilise fusion plasmas ,FW-DEL-AUX-HAVE → FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → C-DEL-PERIOD,have⇒<DELETED> → a⇒<DELETED> → stabilises⇒stabilise → .⇒<DELETED>,4,FW-DEL:have→ABSENT|FW-DEL:a→ABSENT|FORM-CHG:stabilises→stabilise|C-DEL:PERIOD→ABSENT,True
284,C2H,India is the second highest contributor to IBM's 2018 US patent record.,India is second highest contributor to IBM 's 2018 US patent record ,FW-DEL-ARTICLE-THE → C-DEL-PERIOD,the⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
285,C2H,"PM Modi has launched projects worth ₹3,500 crore in Agra.","PM Modi launched projects worth ₹ 3,500 crore in Agra ",FW-DEL-AUX-HAS → C-DEL-PERIOD,has⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
286,C2H,The World Bank's outgoing President is joining a private equity firm.,World Bank 's outgoing President joining private equity firm ,FW-DEL-ARTICLE-THE → FW-DEL-AUX-IS → FW-DEL-ARTICLE-A → C-DEL-PERIOD,The⇒<DELETED> → is⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:the→ABSENT|FW-DEL:is→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
287,C2H,Apple CEO Tim Cook earned ₹960 crore in 2018.,Apple CEO Tim Cook earn ₹ 960 crore in 2018 ,FORM-CHG-VERB-LEMMA → C-DEL-PERIOD,earned⇒earn → .⇒<DELETED>,2,FORM-CHG:earned→earn|C-DEL:PERIOD→ABSENT,True
288,C2H,A South Korean startup has made a ₹1.2 lakh smart treadmill for cats.,South Korean startup made ₹ 1.2 lakh smart treadmill for cats ,FW-DEL-ARTICLE-A → FW-DEL-AUX-HAS → FW-DEL-ARTICLE-A → C-DEL-PERIOD,A⇒<DELETED> → has⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
289,C2H,"Car sales in China, the world's biggest market, have fallen for the first time in 20 years.","Car sales in China , world 's biggest market , fallen for first time in 20 years ",FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAVE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,the⇒<DELETED> → have⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:the→ABSENT|FW-DEL:have→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
290,C2H,The nun who protested against the bishop has received an 'anti-religious life' notice.,nun who protest against bishop received ' anti - religious life ' notice ,FW-DEL-ARTICLE-THE → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → FW-DEL-ARTICLE-AN → C-DEL-PERIOD,The⇒<DELETED> → protested⇒protest → the⇒<DELETED> → has⇒<DELETED> → an⇒<DELETED> → .⇒<DELETED>,6,FW-DEL:the→ABSENT|FORM-CHG:protested→protest|FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True
291,C2H,Noida has installed 'tyre killers' to stop vehicles driving on the wrong side.,Noida installed ' tyre killers ' to stop vehicles driving on wrong side ,FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,has⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
292,C2H,A Photoshop failure has shown the Australian Prime Minister with two left feet in a portrait.,Photoshop failure shown Australian Prime Minister with two left feet in portrait ,FW-DEL-ARTICLE-A → FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-A → C-DEL-PERIOD,A⇒<DELETED> → has⇒<DELETED> → the⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,5,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
293,C2H,YouTube has faced a global outage for over an hour.,YouTube faced global outage for over hour ,FW-DEL-AUX-HAS → FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-AN → C-DEL-PERIOD,has⇒<DELETED> → a⇒<DELETED> → an⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True
294,C2H,It was unveiled at CES that technology will monitor drivers and passengers in cars.,It was unveiled at CES that technology monitor drivers and passengers in cars ,FW-DEL-AUX-WILL → C-DEL-PERIOD,will⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:will→ABSENT|C-DEL:PERIOD→ABSENT,True
295,C2H,A fire has broken out at an under-construction hospital in Maharashtra.,fire broken out at under - construction hospital in Maharashtra ,FW-DEL-ARTICLE-A → FW-DEL-AUX-HAS → FW-DEL-ARTICLE-AN → C-DEL-PERIOD,A⇒<DELETED> → has⇒<DELETED> → an⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True
296,C2H,The oldest person in the US has died at the age of 114.,oldest person in US died at age of 114 ,FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,The⇒<DELETED> → the⇒<DELETED> → has⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,5,FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
297,C2H,Yes Bank has finalised names of potential successors to Rana Kapoor.,Yes Bank finalised names of potential successors to Rana Kapoor ,FW-DEL-AUX-HAS → C-DEL-PERIOD,has⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
298,C2H,The government will issue new safety rules for A320neos with P&W engines.,government issue new safety rules for A320neos with P&W engines ,FW-DEL-ARTICLE-THE → FW-DEL-AUX-WILL → C-DEL-PERIOD,The⇒<DELETED> → will⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:the→ABSENT|FW-DEL:will→ABSENT|C-DEL:PERIOD→ABSENT,True
299,C2H,Rishabh Pant danced to the Bharat Army's 'babysit' song dedicated to him.,Rishabh Pant dance to Bharat Army 's ' babysit ' song dedicated to him ,FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,danced⇒dance → the⇒<DELETED> → .⇒<DELETED>,3,FORM-CHG:danced→dance|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
300,C2H,Six Indians have been fined for illegal betting in the Bangladesh Premier League.,Six Indians been fined for illegal betting in Bangladesh Premier League ,FW-DEL-AUX-HAVE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,have⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:have→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
301,C2H,The body of a 25-year-old woman was found inside a suitcase in Delhi.,body of 25 - year - old woman was found inside suitcase in Delhi ,FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-A → C-DEL-PERIOD,The⇒<DELETED> → a⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:the→ABSENT|FW-DEL:a→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
302,C2H,A fitness trainer in J&K has been hospitalised due to addiction to PUBG.,fitness trainer in J&K been hospitalised due to addiction to PUBG ,FW-DEL-ARTICLE-A → FW-DEL-AUX-HAS → C-DEL-PERIOD,A⇒<DELETED> → has⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
303,C2H,A man drove a burning truck to an isolated place to avoid risk to others.,man drive burning truck to isolated place to avoid risk to others ,FW-DEL-ARTICLE-A → FORM-CHG-VERB-LEMMA → FW-DEL-ARTICLE-A → FW-DEL-ARTICLE-AN → C-DEL-PERIOD,A⇒<DELETED> → drove⇒drive → a⇒<DELETED> → an⇒<DELETED> → .⇒<DELETED>,5,FW-DEL:a→ABSENT|FORM-CHG:drove→drive|FW-DEL:a→ABSENT|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True
304,C2H,A journalist has been jailed over the Paradise Papers probe on the previous Turkey Prime Minister.,journalist been jailed over Paradise Papers probe on previous Turkey Prime Minister ,FW-DEL-ARTICLE-A → FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,A⇒<DELETED> → has⇒<DELETED> → the⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,5,FW-DEL:a→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
305,C2H,Indian oil companies have started paying Iran for oil in rupees.,Indian oil companies started paying Iran for oil in rupees ,FW-DEL-AUX-HAVE → C-DEL-PERIOD,have⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:have→ABSENT|C-DEL:PERIOD→ABSENT,True
306,C2H,WhatsApp may introduce fingerprint verification for Android.,WhatsApp introduce fingerprint verification for Android ,FW-DEL-AUX-MAY → C-DEL-PERIOD,may⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:may→ABSENT|C-DEL:PERIOD→ABSENT,True
307,C2H,AT&T has updated its 4G logo with '5G E' and has received criticism for being misleading.,AT&T updated its 4 G logo with ' 5 G E ' and received criticism for being misleading ,FW-DEL-AUX-HAS → FW-DEL-AUX-HAS → C-DEL-PERIOD,has⇒<DELETED> → has⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:has→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
308,C2H,"The Shiv Sena has told the BJP, ""Do not threaten us or we will bury you.""","Shiv Sena told BJP , "" not threaten us or we bury you . """,FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → FW-DEL-AUX-DO → FW-DEL-AUX-WILL,The⇒<DELETED> → has⇒<DELETED> → the⇒<DELETED> → Do⇒<DELETED> → will⇒<DELETED>,5,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:do→ABSENT|FW-DEL:will→ABSENT,True
309,C2H,PM Modi has launched road and sewerage projects in Maharashtra.,PM Modi launched road and sewerage projects in Maharashtra ,FW-DEL-AUX-HAS → C-DEL-PERIOD,has⇒<DELETED> → .⇒<DELETED>,2,FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
310,C2H,Seven parties have sought registration from the Election Commission.,Seven parties sought registration from Election Commission ,FW-DEL-AUX-HAVE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,have⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:have→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
311,C2H,Lucknow's 'Andhe Ki Chowki' and 'Langda Phatak' are to be renamed.,Lucknow 's ' Andhe Ki Chowki ' and ' Langda Phatak ' are to be renamed ,C-DEL-PERIOD,.⇒<DELETED>,1,C-DEL:PERIOD→ABSENT,True
312,C2H,The Taliban has cancelled peace talks with the US over an agenda disagreement.,Taliban cancelled peace talks with US over agenda disagreement ,FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → FW-DEL-ARTICLE-THE → FW-DEL-ARTICLE-AN → C-DEL-PERIOD,The⇒<DELETED> → has⇒<DELETED> → the⇒<DELETED> → an⇒<DELETED> → .⇒<DELETED>,5,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:the→ABSENT|FW-DEL:an→ABSENT|C-DEL:PERIOD→ABSENT,True
313,C2H,"Assets worth ₹6,000 crore have been detected under the foreign black money law.","Assets worth ₹ 6,000 crore been detected under foreign black money law ",FW-DEL-AUX-HAVE → FW-DEL-ARTICLE-THE → C-DEL-PERIOD,have⇒<DELETED> → the⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:have→ABSENT|FW-DEL:the→ABSENT|C-DEL:PERIOD→ABSENT,True
314,C2H,UpGrad and IIIT B's Data Science program has seen a 90% rise in enrolment.,UpGrad and IIIT B 's Data Science program seen 90 % rise in enrolment ,FW-DEL-AUX-HAS → FW-DEL-ARTICLE-A → C-DEL-PERIOD,has⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
315,C2H,The BCCI has given 24 hours to Pandya and KL Rahul to explain their remarks on a talk show.,BCCI given 24 hours to Pandya and KL Rahul to explain their remarks on talk show ,FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → FW-DEL-ARTICLE-A → C-DEL-PERIOD,The⇒<DELETED> → has⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,4,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
316,C2H,CBI chief Alok Verma has resumed work after a 77-day leave.,CBI chief Alok Verma resumed work after 77 - day leave ,FW-DEL-AUX-HAS → FW-DEL-ARTICLE-A → C-DEL-PERIOD,has⇒<DELETED> → a⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:has→ABSENT|FW-DEL:a→ABSENT|C-DEL:PERIOD→ABSENT,True
317,C2H,The Congress has appointed Apsara Reddy as its first transgender office-bearer.,Congress appointed Apsara Reddy as its first transgender office - bearer ,FW-DEL-ARTICLE-THE → FW-DEL-AUX-HAS → C-DEL-PERIOD,The⇒<DELETED> → has⇒<DELETED> → .⇒<DELETED>,3,FW-DEL:the→ABSENT|FW-DEL:has→ABSENT|C-DEL:PERIOD→ABSENT,True
